,jid,spg_number,spg_symbol,formula,formation_energy_peratom,func,optb88vdw_bandgap
37840,JVASP-37712,139,I4/mmm,Na3Cr,0.57359,OptB88vdW,0
37841,JVASP-37928,225,Fm-3m,CaTl2Cd,-0.26636,OptB88vdW,0
37842,JVASP-37239,139,I4/mmm,Si3Ag,0.63716,OptB88vdW,0
37843,JVASP-36836,12,C2/m,PdAuO2,-0.36551,OptB88vdW,0
37844,JVASP-38408,221,Pm-3m,NdGe3,-0.40184,OptB88vdW,0
37845,JVASP-35263,96,P4_32_12,Na2Zn2Se3,-0.87282,OptB88vdW,1.533
37846,JVASP-35184,62,Pnma,Zn2SiO4,-2.16421,OptB88vdW,2.91
37847,JVASP-37929,139,I4/mmm,Ce3Zn,-0.05753,OptB88vdW,0
37848,JVASP-37974,221,Pm-3m,Ag3Hg,0.09695,OptB88vdW,0
37849,JVASP-37681,225,Fm-3m,YTmCu2,-0.32626,OptB88vdW,0
37850,JVASP-39642,14,P2_1/c,SrTeO3,-2.11829,OptB88vdW,3.746
37851,JVASP-37395,225,Fm-3m,Tm2CdHg,-0.35216,OptB88vdW,0
37852,JVASP-28563,8,Cm,Te2Mo3Se2S2,-0.56492,OptB88vdW,0.017
37853,JVASP-35264,14,P2_1/c,Na2ZnSe2,-0.9908,OptB88vdW,1.793
37854,JVASP-37714,139,I4/mmm,NaCu3,0.24346,OptB88vdW,0
37855,JVASP-37240,194,P6_3/mmc,Si3Mo,0.39802,OptB88vdW,0
37856,JVASP-29304,62,Pnma,Nb3SiTe6,-0.45042,OptB88vdW,0
37857,JVASP-28818,156,P3m1,Te3W2Se,-0.12296,OptB88vdW,0.333
37858,JVASP-35265,164,P-3m1,Fe2SiS4,-0.45939,OptB88vdW,0.255
37859,JVASP-39644,10,P2/m,SrGa2As2,-0.69061,OptB88vdW,0.311
37860,JVASP-38634,221,Pm-3m,Ni3Bi,0.17613,OptB88vdW,0
37861,JVASP-38125,167,R-3c,LaOsN3,-0.5435,OptB88vdW,0
37862,JVASP-36794,194,P6_3/mmc,TlAuO2,-0.50719,OptB88vdW,0
37863,JVASP-35185,221,Pm-3m,Rb8PO3,-0.83751,OptB88vdW,0
37864,JVASP-37975,225,Fm-3m,CaAcIn2,-0.49908,OptB88vdW,0
37865,JVASP-38947,194,P6_3/mmc,Tl3Cr,0.49621,OptB88vdW,0
37866,JVASP-37682,139,I4/mmm,Hg3F,-0.30721,OptB88vdW,0
37867,JVASP-37339,225,Fm-3m,SrAcTl2,-0.44258,OptB88vdW,0
37868,JVASP-39042,189,P-62m,SmSiAg,-0.56556,OptB88vdW,0
37869,JVASP-37930,139,I4/mmm,BeIn3,0.44576,OptB88vdW,0
37870,JVASP-29307,62,Pnma,Ta3SiTe6,-0.34819,OptB88vdW,0
37871,JVASP-38133,160,R3m,LaWN3,-1.28764,OptB88vdW,0.818
37872,JVASP-36874,194,P6_3/mmc,ZnO,-1.43762,OptB88vdW,0.885
37873,JVASP-37241,225,Fm-3m,SmDyTl2,-0.37288,OptB88vdW,0
37874,JVASP-37977,225,Fm-3m,Ce2ZnHg,-0.14701,OptB88vdW,0
37875,JVASP-38949,221,Pm-3m,TbY3,0.0179,OptB88vdW,0
37876,JVASP-13885,128,P4/mnc,Lu4CoB13,-0.54867,OptB88vdW,0
37877,JVASP-38138,15,C2/c,CaReN3,-0.66928,OptB88vdW,1.949
37878,JVASP-39043,225,Fm-3m,SmSnAu2,-0.73208,OptB88vdW,0
37879,JVASP-38950,221,Pm-3m,YbMgO3,-2.23227,OptB88vdW,0
37880,JVASP-37683,225,Fm-3m,Pr2CdSn,-0.56638,OptB88vdW,0
37881,JVASP-31829,148,R-3,CoSnH12O6F6,-1.40562,OptB88vdW,0
37882,JVASP-32416,11,P2_1/m,H10C3NClO4,-0.17043,OptB88vdW,6.097
37883,JVASP-37979,194,P6_3/mmc,Ac3Tl,-0.12604,OptB88vdW,0
37884,JVASP-37242,225,Fm-3m,SmMg2Sc,-0.05471,OptB88vdW,0
37885,JVASP-36745,161,R3c,TiReN3,-0.68262,OptB88vdW,0
37886,JVASP-37398,11,P2_1/m,TiPd,-0.5492,OptB88vdW,0
37887,JVASP-37340,139,I4/mmm,Sm3Tm,0.01245,OptB88vdW,0
37888,JVASP-36837,12,C2/m,SrAuO2,-1.72817,OptB88vdW,1.606
37889,JVASP-36875,221,Pm-3m,TlCuCl3,-0.77439,OptB88vdW,0
37890,JVASP-37931,139,I4/mmm,CeDy3,0.0884,OptB88vdW,0
37891,JVASP-37684,225,Fm-3m,Pr2CdAg,-0.30872,OptB88vdW,0
37892,JVASP-29727,7,Pc,FePH5CO4,-0.95882,OptB88vdW,0.804
37893,JVASP-37243,225,Fm-3m,SmTmHg2,-0.37372,OptB88vdW,0
37894,JVASP-13762,139,I4/mmm,PbS,-0.65589,OptB88vdW,1.293
37895,JVASP-32419,31,Pmn2_1,H12C5N2O,-0.1874,OptB88vdW,5.096
37896,JVASP-14089,123,P4/mmm,GaCo2Ni,-0.11054,OptB88vdW,0
37897,JVASP-39044,225,Fm-3m,SmYAg2,-0.35337,OptB88vdW,0
37898,JVASP-37341,221,Pm-3m,Tl3Fe,0.60486,OptB88vdW,0
37899,JVASP-36795,12,C2/m,BaAuO2,-1.6316,OptB88vdW,1.236
37900,JVASP-32420,2,P-1,SbPO2F6,-2.30429,OptB88vdW,4.394
37901,JVASP-40663,1,P1,Li5Mn2Co3O10,-1.76769,OptB88vdW,0
37902,JVASP-29728,129,P4/nmm,YbBrO,-2.18213,OptB88vdW,0
37903,JVASP-37244,139,I4/mmm,Sc3Pb,-0.29495,OptB88vdW,0
37904,JVASP-37342,194,P6_3/mmc,Ti3Be,-0.00459,OptB88vdW,0
37905,JVASP-32132,217,I-43m,SmMg16Al12,-0.09749,OptB88vdW,0
37906,JVASP-13886,225,Fm-3m,CeS,-2.14656,OptB88vdW,0
37907,JVASP-37932,225,Fm-3m,Ba2ZnCd,-0.33045,OptB88vdW,0
37908,JVASP-29729,62,Pnma,FeBiSbS4,-0.30806,OptB88vdW,0.148
37909,JVASP-29308,129,P4/nmm,PrFePO,-2.0053,OptB88vdW,0
37910,JVASP-35267,14,P2_1/c,Na2ZnS2,-1.09794,OptB88vdW,2.378
37911,JVASP-36876,8,Cm,CaTlF3,-3.21402,OptB88vdW,4.633
37912,JVASP-37245,225,Fm-3m,CuSiRh2,-0.46121,OptB88vdW,0
37913,JVASP-37399,139,I4/mmm,Tl3F,-0.63982,OptB88vdW,0
37914,JVASP-37343,221,Pm-3m,Th3Mg,0.06938,OptB88vdW,0
37915,JVASP-30228,12,C2/m,Mn2CoO6,-1.31004,OptB88vdW,0
37916,JVASP-36954,161,R3c,InSnBr3,-0.76558,OptB88vdW,2.312
37917,JVASP-29309,129,P4/nmm,SmFePO,-2.06951,OptB88vdW,0
37918,JVASP-37715,165,P-3c1,TbH3,-0.6659,OptB88vdW,0.071
37919,JVASP-39045,139,I4/mmm,SmP3,-0.38463,OptB88vdW,0
37920,JVASP-37716,225,Fm-3m,Pm2ZnHg,-0.35519,OptB88vdW,0
37921,JVASP-38411,70,Fddd,PrB2Ru2,-0.50473,OptB88vdW,0
37922,JVASP-37933,225,Fm-3m,AcMg3,-0.05664,OptB88vdW,0
37923,JVASP-36956,148,R-3,InSnCl3,-0.98996,OptB88vdW,2.821
37924,JVASP-30229,12,C2/m,FeCo2O6,-1.09539,OptB88vdW,0
37925,JVASP-38412,70,Fddd,PrB2Os2,-0.45478,OptB88vdW,0
37926,JVASP-5053,163,P-31c,InAgP2Se6,-0.20364,OptB88vdW,0.463
37927,JVASP-37934,166,R-3m,Ba4ErRu3O12,-2.37836,OptB88vdW,0
37928,JVASP-37246,139,I4/mmm,SiHg3,0.59812,OptB88vdW,0
37929,JVASP-37717,225,Fm-3m,HoTmMg2,-0.05131,OptB88vdW,0
37930,JVASP-33859,119,I-4m2,SiH8,0.00272,OptB88vdW,7.29
37931,JVASP-30230,12,C2/m,Co5SbO12,-1.06126,OptB88vdW,0
37932,JVASP-39046,225,Fm-3m,Sm2AgRh,-0.54492,OptB88vdW,0
37933,JVASP-38413,225,Fm-3m,PrYZn2,-0.37129,OptB88vdW,0
37934,JVASP-37273,148,R-3,SmMo6S8,-1.01349,OptB88vdW,0
37935,JVASP-37344,139,I4/mmm,Th3Ni,0.17048,OptB88vdW,0
37936,JVASP-37935,225,Fm-3m,CaTmCd2,-0.38095,OptB88vdW,0
37937,JVASP-36957,221,Pm-3m,KAgBr3,-0.90062,OptB88vdW,0
37938,JVASP-29310,2,P-1,CeP3H8O7,-1.41488,OptB88vdW,0.017
37939,JVASP-36877,8,Cm,CaTlCl3,-1.92364,OptB88vdW,4.421
37940,JVASP-37718,225,Fm-3m,Pm2ZnAg,-0.32722,OptB88vdW,0
37941,JVASP-37494,220,I-43d,Sm3Sb4Au3,-0.87378,OptB88vdW,0.59
37942,JVASP-38141,63,Cmcm,YWN3,-1.27771,OptB88vdW,1.232
37943,JVASP-38414,225,Fm-3m,Li2TlSn,-0.30384,OptB88vdW,0
37944,JVASP-35186,15,C2/c,NaGaGe2O6,-1.88872,OptB88vdW,2.721
37945,JVASP-281,129,P4/nmm,SnO,-1.42895,OptB88vdW,0.505
37946,JVASP-36839,53,Pmna,CuPtO2,-0.62826,OptB88vdW,0
37947,JVASP-36796,194,P6_3/mmc,TlAgO2,-0.55776,OptB88vdW,0
37948,JVASP-38143,167,R-3c,YReN3,-0.84591,OptB88vdW,0
37949,JVASP-36878,221,Pm-3m,TlAgF3,-1.55609,OptB88vdW,0
37950,JVASP-37936,139,I4/mmm,BaTh3,0.34013,OptB88vdW,0
37951,JVASP-37345,139,I4/mmm,SrDy3,0.19409,OptB88vdW,0
37952,JVASP-37856,220,I-43d,Dy3Sb4Au3,-0.82274,OptB88vdW,0.608
37953,JVASP-36879,8,Cm,TlGeBr3,-0.69922,OptB88vdW,1.012
37954,JVASP-37000,63,Cmcm,CaTlCl3,-1.96828,OptB88vdW,4.159
37955,JVASP-37937,12,C2/m,Ba2PrRuO6,-2.58432,OptB88vdW,0.135
37956,JVASP-30467,139,I4/mmm,SiC3,2.20105,OptB88vdW,0
37957,JVASP-28820,164,P-3m1,TeWSe,-0.24099,OptB88vdW,0.456
37958,JVASP-37685,194,P6_3/mmc,Sr3Tm,0.20348,OptB88vdW,0
37959,JVASP-29398,14,P2_1/c,VF4,-2.89253,OptB88vdW,0.424
37960,JVASP-38415,139,I4/mmm,PrY3,0.01676,OptB88vdW,0
37961,JVASP-28822,156,P3m1,MoW3Se6S2,-0.63394,OptB88vdW,0.527
37962,JVASP-36677,38,Amm2,TiPN3,-0.86793,OptB88vdW,0.591
37963,JVASP-37982,194,P6_3/mmc,Ac3Sm,0.03742,OptB88vdW,0
37964,JVASP-37401,194,P6_3/mmc,Sm3Al,-0.21143,OptB88vdW,0
37965,JVASP-36958,161,R3c,InGeCl3,-0.8733,OptB88vdW,2.84
37966,JVASP-37938,187,P-6m2,BaNd,0.21506,OptB88vdW,0
37967,JVASP-38416,225,Fm-3m,Li2TmTl,-0.21647,OptB88vdW,0
37968,JVASP-30468,139,I4/mmm,SeBr3,0.25085,OptB88vdW,0
37969,JVASP-37495,194,P6_3/mmc,VPd3,-0.23031,OptB88vdW,0
37970,JVASP-29730,12,C2/m,TaTe2,-0.34611,OptB88vdW,0
37971,JVASP-37686,225,Fm-3m,LaDyMg2,-0.08731,OptB88vdW,0
37972,JVASP-29399,14,P2_1/c,CoAs4F18,-2.08145,OptB88vdW,0.48
37973,JVASP-30469,194,P6_3/mmc,ScSn3,-0.25363,OptB88vdW,0
37974,JVASP-28607,156,P3m1,Te2MoW3Se4S2,-0.45441,OptB88vdW,0.108
37975,JVASP-38417,225,Fm-3m,PrW3,0.33914,OptB88vdW,0
37976,JVASP-29777,26,Pmc2_1,V2O5,-2.32789,OptB88vdW,1.843
37977,JVASP-36797,53,Pmna,CuPdO2,-0.67885,OptB88vdW,0
37978,JVASP-36679,15,C2/c,YWN3,-1.27332,OptB88vdW,2.411
37979,JVASP-37346,71,Immm,Ti3O2,-2.22077,OptB88vdW,0
37980,JVASP-37274,194,P6_3/mmc,SiHg3,0.57815,OptB88vdW,0
37981,JVASP-36840,194,P6_3/mmc,PdAuO2,-0.35692,OptB88vdW,0
37982,JVASP-36881,1,P1,RbSrCl3,-2.34147,OptB88vdW,4.788
37983,JVASP-39047,194,P6_3/mmc,SmDy3,0.01735,OptB88vdW,0
37984,JVASP-37496,225,Fm-3m,YbAcGa2,-0.51628,OptB88vdW,0
37985,JVASP-37497,139,I4/mmm,YbPu3,-0.01248,OptB88vdW,0
37986,JVASP-37403,139,I4/mmm,Tl3Br,-0.32456,OptB88vdW,0
37987,JVASP-36882,1,P1,RbSnCl3,-1.45372,OptB88vdW,1.501
37988,JVASP-32431,59,Pmmn,H13C4NF2,-0.44057,OptB88vdW,6.999
37989,JVASP-38418,225,Fm-3m,Pr2AgHg,-0.33637,OptB88vdW,0
37990,JVASP-30231,36,Cmc2_1,Li2CoNi2O6,-1.37464,OptB88vdW,0
37991,JVASP-30471,139,I4/mmm,ScBi3,-0.16158,OptB88vdW,0
37992,JVASP-30232,148,R-3,VC2O6,-1.59171,OptB88vdW,1.491
37993,JVASP-30472,129,P4/nmm,LuIO,-2.90683,OptB88vdW,3.339
37994,JVASP-37499,221,Pm-3m,YbP3,-0.26128,OptB88vdW,0
37995,JVASP-34018,8,Cm,Te7Mo6S5,-0.51987,OptB88vdW,0.703
37996,JVASP-30233,14,P2_1/c,MnC2O6,-1.16625,OptB88vdW,0
37997,JVASP-29779,191,P6/mmm,C,0.01297,OptB88vdW,0
37998,JVASP-39048,225,Fm-3m,Sm2TlAg,-0.35683,OptB88vdW,0
37999,JVASP-36747,225,Fm-3m,Ba6In2NF,-1.01684,OptB88vdW,0
38000,JVASP-35187,14,P2_1/c,SiP2O7,-2.33756,OptB88vdW,5.486
38001,JVASP-37404,221,Pm-3m,Tl3Cd,0.04544,OptB88vdW,0
38002,JVASP-36798,11,P2_1/m,AgClO2,-0.20149,OptB88vdW,0
38003,JVASP-40664,1,P1,Li6VO3F3,-2.54098,OptB88vdW,0.369
38004,JVASP-38463,225,Fm-3m,NdTmMg2,-0.077,OptB88vdW,0
38005,JVASP-36883,1,P1,RbSnBr3,-1.21579,OptB88vdW,0.745
38006,JVASP-37857,194,P6_3/mmc,CuAg3,0.0728,OptB88vdW,0
38007,JVASP-14120,12,C2/m,Zn2P3S9,-0.3858,OptB88vdW,1.64
38008,JVASP-29400,2,P-1,Y2Te5O13,-1.88217,OptB88vdW,3.052
38009,JVASP-29780,156,P3m1,CdInGaS4,-0.39712,OptB88vdW,0
38010,JVASP-36841,123,P4/mmm,SrAgO2,-1.70405,OptB88vdW,0
38011,JVASP-14121,2,P-1,TiPCl9,-1.06482,OptB88vdW,2.245
38012,JVASP-40665,62,Pnma,LiMnPO4,-2.14173,OptB88vdW,1.72
38013,JVASP-37347,139,I4/mmm,TlAu3,0.0823,OptB88vdW,0
38014,JVASP-38464,221,Pm-3m,Li3Cr,0.41923,OptB88vdW,0
38015,JVASP-40157,189,P-62m,Ca2SnS4,-1.49497,OptB88vdW,0.851
38016,JVASP-39091,225,Fm-3m,Si3F,-0.18301,OptB88vdW,0
38017,JVASP-37687,194,P6_3/mmc,Tm3Ga,-0.2486,OptB88vdW,0
38018,JVASP-37405,225,Fm-3m,Tb2AgIr,-0.67776,OptB88vdW,0
38019,JVASP-40165,199,I2_13,CuH3NCl,-0.44788,OptB88vdW,2.367
38020,JVASP-13918,166,R-3m,NaSnS2,-0.80913,OptB88vdW,0
38021,JVASP-37348,225,Fm-3m,Sm2ZnHg,-0.35396,OptB88vdW,0
38022,JVASP-40214,62,Pnma,CaSnS3,-1.00777,OptB88vdW,0.077
38023,JVASP-36752,47,Pmmm,CuPtO2,-0.61416,OptB88vdW,0
38024,JVASP-39092,225,Fm-3m,Si2OsRu,-0.35029,OptB88vdW,0
38025,JVASP-37858,225,Fm-3m,Al2CoOs,-0.5312,OptB88vdW,0
38026,JVASP-40166,136,P4_2/mnm,KPPdS4,-0.65488,OptB88vdW,1.412
38027,JVASP-38465,139,I4/mmm,Li3Co,0.29635,OptB88vdW,0
38028,JVASP-36959,161,R3c,LiSnCl3,-1.40881,OptB88vdW,3.576
38029,JVASP-38466,225,Fm-3m,Li3Ga,-0.24602,OptB88vdW,0
38030,JVASP-36888,1,P1,RbPbBr3,-1.26766,OptB88vdW,2.062
38031,JVASP-13919,164,P-3m1,LiSnS2,-0.79455,OptB88vdW,0
38032,JVASP-37688,225,Fm-3m,PrYTl2,-0.40494,OptB88vdW,0
38033,JVASP-40167,221,Pm-3m,CeNiO3,-2.33093,OptB88vdW,0
38034,JVASP-37500,194,P6_3/mmc,YbAu3,-0.76115,OptB88vdW,0
38035,JVASP-37860,225,Fm-3m,CeErMg2,0.0208,OptB88vdW,0
38036,JVASP-40169,221,Pm-3m,AcCrO3,-2.9778,OptB88vdW,0.092
38037,JVASP-37866,221,Pm-3m,Ga3Cu,0.09679,OptB88vdW,0
38038,JVASP-40189,40,Ama2,Ca2SnS4,-1.47306,OptB88vdW,2.393
38039,JVASP-29781,36,Cmc2_1,AlHO2,-2.47436,OptB88vdW,5.615
38040,JVASP-37098,194,P6_3/mmc,ScC,-0.02371,OptB88vdW,0
38041,JVASP-37501,225,Fm-3m,Yb2BaCa,0.02695,OptB88vdW,0
38042,JVASP-36842,15,C2/c,KAgO2,-0.81375,OptB88vdW,1.233
38043,JVASP-28823,156,P3m1,TeW2SeS2,-0.5136,OptB88vdW,0.211
38044,JVASP-37987,194,P6_3/mmc,Ac3Sc,0.10099,OptB88vdW,0
38045,JVASP-37061,38,Amm2,ThCoC2,-0.38677,OptB88vdW,0
38046,JVASP-36680,12,C2/m,CaWN3,-0.89721,OptB88vdW,0.562
38047,JVASP-13787,59,Pmmn,AlClO,-2.55015,OptB88vdW,5.942
38048,JVASP-37349,139,I4/mmm,SnRh3,-0.21746,OptB88vdW,0
38049,JVASP-36889,1,P1,RbSnF3,-2.6224,OptB88vdW,3.697
38050,JVASP-37502,225,Fm-3m,YbThPt2,-1.25302,OptB88vdW,0
38051,JVASP-37868,225,Fm-3m,Dy2OsPd,-0.64967,OptB88vdW,0
38052,JVASP-37001,161,R3c,RbInBr3,-1.21937,OptB88vdW,0
38053,JVASP-13789,4,P2_1,AlICl6,-0.88947,OptB88vdW,2.134
38054,JVASP-37099,139,I4/mmm,ScAl3,-0.38947,OptB88vdW,0
38055,JVASP-36799,10,P2/m,PbAuO2,-0.70099,OptB88vdW,0
38056,JVASP-37062,216,F-43m,Ti2AlCr,-0.04926,OptB88vdW,0
38057,JVASP-35188,62,Pnma,Zn2SiO4,-2.11641,OptB88vdW,2.874
38058,JVASP-37989,139,I4/mmm,InTc3,0.34664,OptB88vdW,0
38059,JVASP-36892,221,Pm-3m,RbCuBr3,-0.96992,OptB88vdW,0
38060,JVASP-37100,194,P6_3/mmc,ScC,-0.01942,OptB88vdW,0
38061,JVASP-37002,161,R3c,TlNiO3,-0.8014,OptB88vdW,0
38062,JVASP-37995,191,P6/mmm,AlFe,0.46105,OptB88vdW,0
38063,JVASP-32126,217,I-43m,YbMg16Al12,-0.08766,OptB88vdW,0
38064,JVASP-39093,194,P6_3/mmc,SiTc3,-0.04252,OptB88vdW,0
38065,JVASP-37003,225,Fm-3m,YC,-0.15301,OptB88vdW,0
38066,JVASP-37869,225,Fm-3m,Dy2ZnIr,-0.71481,OptB88vdW,0
38067,JVASP-37503,139,I4/mmm,YbSm3,0.05296,OptB88vdW,0
38068,JVASP-37996,191,P6/mmm,AlFe2,-0.1284,OptB88vdW,0
38069,JVASP-29401,2,P-1,AlH3O3,-1.83354,OptB88vdW,5.406
38070,JVASP-40666,36,Cmc2_1,Li2VF6,-3.04282,OptB88vdW,0.03
38071,JVASP-37063,194,P6_3/mmc,TcN,-0.03829,OptB88vdW,0
38072,JVASP-29345,12,C2/m,ThTe2I2,-1.03136,OptB88vdW,0.867
38073,JVASP-36960,62,Pnma,RbCaI3,-1.69164,OptB88vdW,3.464
38074,JVASP-37998,216,F-43m,Li6PS5I,-1.16243,OptB88vdW,2.005
38075,JVASP-29782,36,Cmc2_1,AlHO2,-2.47433,OptB88vdW,5.614
38076,JVASP-37004,216,F-43m,YC,0.32161,OptB88vdW,0
38077,JVASP-37101,63,Cmcm,ScAl,-0.4376,OptB88vdW,0
38078,JVASP-40215,14,P2_1/c,CaSnS3,-1.1183,OptB88vdW,1.27
38079,JVASP-37350,225,Fm-3m,TbYTl2,-0.38477,OptB88vdW,0
38080,JVASP-37406,109,I4_1md,TbAgSe2,-1.21668,OptB88vdW,0.47
38081,JVASP-37504,225,Fm-3m,Yb2AgPd,-0.74493,OptB88vdW,0
38082,JVASP-29349,12,C2/m,Sc5Cl8,-1.871,OptB88vdW,0
38083,JVASP-37872,225,Fm-3m,AcTlHg2,-0.31063,OptB88vdW,0
38084,JVASP-40667,1,P1,V3Co5O16,-1.62708,OptB88vdW,0
38085,JVASP-29783,156,P3m1,NiH2O2,-0.57311,OptB88vdW,0
38086,JVASP-37005,221,Pm-3m,YC,0.37271,OptB88vdW,0
38087,JVASP-33829,194,P6_3/mmc,ErI3,-1.31213,OptB88vdW,1.773
38088,JVASP-30237,12,C2/m,MnCo2O6,-1.14297,OptB88vdW,0
38089,JVASP-37352,225,Fm-3m,TmMgPt2,-1.13167,OptB88vdW,0
38090,JVASP-32532,7,Pc,OsO2F3,-1.45461,OptB88vdW,0.644
38091,JVASP-40216,91,P4_122,Ca2SnS4,-1.45082,OptB88vdW,1.384
38092,JVASP-13790,164,P-3m1,W2N,0.39575,OptB88vdW,0
38093,JVASP-32387,12,C2/m,CoH12Br2O6,-0.89281,OptB88vdW,0.369
38094,JVASP-40193,139,I4/mmm,Ca2SnS4,-1.17093,OptB88vdW,0
38095,JVASP-37408,225,Fm-3m,TePd3,-0.18759,OptB88vdW,0
38096,JVASP-37103,225,Fm-3m,Sc2MnSi,-0.30711,OptB88vdW,0
38097,JVASP-30452,167,R-3c,B2S3,-0.40475,OptB88vdW,1.331
38098,JVASP-37999,217,I-43m,Na3PS4,-0.982,OptB88vdW,2.508
38099,JVASP-36681,40,Ama2,YWN3,-1.2522,OptB88vdW,1.543
38100,JVASP-36893,8,Cm,RbCaCl3,-2.37332,OptB88vdW,5.222
38101,JVASP-37006,221,Pm-3m,YSb,-0.8578,OptB88vdW,0
38102,JVASP-37505,221,Pm-3m,YbPr3,0.0293,OptB88vdW,0
38103,JVASP-40194,221,Pm-3m,CaSnS3,-0.27975,OptB88vdW,0
38104,JVASP-30241,148,R-3,VC2O6,-1.61901,OptB88vdW,0
38105,JVASP-39094,123,P4/mmm,Si2B2O5,-0.78907,OptB88vdW,0.122
38106,JVASP-40668,2,P-1,Li2VH2OF5,-2.49137,OptB88vdW,0.08
38107,JVASP-37064,194,P6_3/mmc,TcB,-0.10614,OptB88vdW,0
38108,JVASP-36844,194,P6_3/mmc,AgRhO2,-0.69962,OptB88vdW,0.611
38109,JVASP-36686,14,P2_1/c,BaWN3,-0.87085,OptB88vdW,1.467
38110,JVASP-37873,221,Pm-3m,BeZnO3,-0.97989,OptB88vdW,0
38111,JVASP-39462,55,Pbam,HoB4Ru,-0.64638,OptB88vdW,0
38112,JVASP-37007,187,P-6m2,YN,-1.49332,OptB88vdW,0.06
38113,JVASP-38000,221,Pm-3m,Li3ClO,-1.99233,OptB88vdW,5.339
38114,JVASP-31884,2,P-1,TaI4,-0.44642,OptB88vdW,0.445
38115,JVASP-29444,99,P4mm,CoBiO3,-1.16644,OptB88vdW,0
38116,JVASP-36845,44,Imm2,CuO2F,-0.73017,OptB88vdW,0
38117,JVASP-37353,136,P4_2/mnm,SnBr2,-0.77979,OptB88vdW,1.821
38118,JVASP-37105,216,F-43m,Sc2MnC,0.70814,OptB88vdW,0
38119,JVASP-37409,139,I4/mmm,UAg3,0.33841,OptB88vdW,0
38120,JVASP-37507,225,Fm-3m,YbAcRh2,-0.65032,OptB88vdW,0
38121,JVASP-40671,2,P-1,Li2Cr5Si4O14,-2.25773,OptB88vdW,0.73
38122,JVASP-36800,194,P6_3/mmc,PbAuO2,-0.6993,OptB88vdW,0
38123,JVASP-29446,163,P-31c,TlSbO3,-1.35495,OptB88vdW,2.379
38124,JVASP-37874,221,Pm-3m,BOsO3,-0.01009,OptB88vdW,0
38125,JVASP-37008,187,P-6m2,TcN,0.17513,OptB88vdW,0
38126,JVASP-29447,12,C2/m,MnBiS2Br,-0.32793,OptB88vdW,0
38127,JVASP-38891,12,C2/m,Zr2ZnAg2F14,-2.81114,OptB88vdW,0.375
38128,JVASP-36961,63,Cmcm,KCaBr3,-2.07304,OptB88vdW,4.607
38129,JVASP-33830,194,P6_3/mmc,LuBr3,-1.80366,OptB88vdW,2.695
38130,JVASP-39463,221,Pm-3m,Pt3Rh,-0.00501,OptB88vdW,0
38131,JVASP-38001,221,Pm-3m,Na3BrO,-1.54231,OptB88vdW,2.131
38132,JVASP-37009,221,Pm-3m,ThC,0.25523,OptB88vdW,0
38133,JVASP-40672,62,Pnma,LiMnPO4,-2.16513,OptB88vdW,1.996
38134,JVASP-28609,156,P3m1,Te2MoWSeS,-0.348,OptB88vdW,0.131
38135,JVASP-36894,221,Pm-3m,RbCaBr3,-2.04123,OptB88vdW,4.352
38136,JVASP-37106,225,Fm-3m,Sc2MnC,0.39914,OptB88vdW,0
38137,JVASP-37410,139,I4/mmm,TbU3,0.50221,OptB88vdW,0
38138,JVASP-33832,155,R32,H16RhN5Cl6O3,-0.56358,OptB88vdW,1.672
38139,JVASP-32539,11,P2_1/m,AsH5COF6,-1.3733,OptB88vdW,4.93
38140,JVASP-37065,166,R-3m,TbTlS2,-1.61835,OptB88vdW,1.644
38141,JVASP-29542,186,P6_3mc,PbI2,-0.6599,OptB88vdW,2.249
38142,JVASP-37508,225,Fm-3m,Yb3Os,0.01064,OptB88vdW,0
38143,JVASP-29960,9,Cc,Nb3IrSe8,-0.71684,OptB88vdW,0
38144,JVASP-38002,221,Pm-3m,FeCl,0.31808,OptB88vdW,0
38145,JVASP-37010,221,Pm-3m,TiN,-1.01684,OptB88vdW,0
38146,JVASP-37875,221,Pm-3m,BPbO3,-0.82646,OptB88vdW,0
38147,JVASP-30242,85,P4/n,VPO5,-2.34159,OptB88vdW,1.864
38148,JVASP-29543,12,C2/m,CdSb2Se3Br2,-0.50681,OptB88vdW,1.136
38149,JVASP-38892,221,Pm-3m,Zr3Tl,-0.12097,OptB88vdW,0
38150,JVASP-38004,216,F-43m,Li6PS5Br,-1.18008,OptB88vdW,2.116
38151,JVASP-37355,107,I4mm,SrGe3Pd,-0.56991,OptB88vdW,0
38152,JVASP-37066,194,P6_3/mmc,TcB,-0.19588,OptB88vdW,0
38153,JVASP-37107,225,Fm-3m,Sc2MnGe,-0.32453,OptB88vdW,0
38154,JVASP-32540,140,I4/mcm,Al3Pb5F19,-3.05868,OptB88vdW,4.941
38155,JVASP-37411,225,Fm-3m,V3Cu,0.14954,OptB88vdW,0
38156,JVASP-29544,164,P-3m1,CdI2,-0.58098,OptB88vdW,2.163
38157,JVASP-29402,12,C2/m,HgBi2S4,-0.33487,OptB88vdW,1.042
38158,JVASP-30246,2,P-1,Mn3OF6,-2.30603,OptB88vdW,0.276
38159,JVASP-38005,216,F-43m,Li6PS5Cl,-1.18829,OptB88vdW,2.163
38160,JVASP-36962,1,P1,KCaCl3,-2.3223,OptB88vdW,4.974
38161,JVASP-36896,221,Pm-3m,RbAgBr3,-0.94882,OptB88vdW,0
38162,JVASP-37509,221,Pm-3m,TmTh3,0.03413,OptB88vdW,0
